1,96.79781787,106.5484609,116.5137328,128.1516863,140.6706561,144.0861481,147.5295817,148.5256473,153.2405794,153.4221108,0,0.890674187,1.932709885,3.163637965,4.106188782,5.156472532,5.876266373,7.011425353,8.058606599,9,9.528776691,16.50242269,23.1530955,30.64286978,35.37583164,39.31285129,43.14224686,44.91207327,47.59566771,50.73197251,0.205474337
2,95.55853784,101.1851925,107.597544,113.041343,120.8115112,124.2699783,124.4986524,128.6647292,128.5009811,131.6172527,0,0.951015744,1.92918877,3.010568979,4.219617154,5.052596345,5.777640925,7.033917305,7.813349121,9,11.2560548,14.70508996,18.85446344,23.36781608,28.36777033,31.31991739,33.38699144,34.19184189,34.69222389,35.20223026,-0.230323838
3,107.5470193,113.6782632,123.2707824,134.6966133,139.2267053,146.579808,149.5366365,153.2248473,157.4396542,157.3106304,0,0.814032916,2.033062681,3.180861236,3.919086537,4.917775808,6.011628613,7.072664305,7.911448934,9,11.7583735,16.66312445,20.04823717,27.96873922,28.76981467,32.90073865,35.04041975,38.20092991,39.1727484,41.25216328,0.71280759
4,93.71355877,100.464194,106.7544046,111.2330658,117.7467314,122.4359761,123.2297981,129.9673785,131.3350093,134.2942135,0,1.127877179,2.069574848,2.96083308,4.223547887,5.242217558,5.752848259,7.147510382,8.164726899,9,7.329429936,13.72475546,19.98400662,24.64480967,30.45561971,34.84552699,37.22315431,38.85926733,40.70363799,41.07176792,1.010608535
5,99.46877025,105.6736305,115.3176232,124.8133989,132.4328537,139.9958555,144.5880409,146.5729755,153.2630609,156.4498119,0,0.806867968,2.025429576,3.175872104,3.882637611,5.072106222,5.94594012,6.767890434,7.995730187,9,11.30954784,16.43668998,22.81091823,26.8258877,31.06103909,35.68827407,38.97568686,39.92602915,45.11973054,43.42282693,1.291898999
6,90.93996351,97.00402573,104.5070292,109.766455,113.9530082,119.0047292,121.2183379,121.136933,124.3419381,125.9827817,0,1.196259205,2.164091809,3.116230059,3.889688736,5.082587915,6.037843556,7.071177513,8.220670643,9,0.963294411,6.424492964,9.320674612,11.56255443,13.14689948,17.56550655,18.70199526,18.33918417,20.33043982,20.50765181,0.089761327
7,97.49568249,106.6921741,112.734152,119.1255715,125.4360231,132.0558065,136.6732673,135.9942462,140.707149,143.2995479,0,1.069180593,2.155180677,2.806902542,3.799867546,5.239242991,6.231185814,6.86524681,7.752146,9,5.284735612,11.78170561,15.84477582,20.65657045,26.02432947,31.79552293,34.70764929,34.27537275,39.59485533,40.20967497,1.031610681
8,93.98264643,102.7068784,111.138889,121.5759728,127.9221367,136.496984,141.9134155,146.4109347,152.242273,154.866063,0,0.845859174,1.80845383,2.853784545,3.752781819,5.156412267,5.895033497,6.913259384,7.958444383,9,8.676422411,13.18125341,20.31873974,24.14407722,27.38880605,32.78194992,36.40452786,37.00179905,41.91428995,41.53732137,0.657347549
9,106.1054469,119.2954772,128.8063091,132.2015105,145.6266597,154.8603475,159.1594234,159.7058044,166.756268,169.3151176,0,1.229208454,2.105933597,2.940099664,3.988189273,5.098668933,5.941351784,6.779616404,8.209180505,9,15.07315315,23.93682372,27.68699118,31.55632675,35.83512457,40.65661921,42.62153981,45.07860353,47.19367452,50.01301947,2.134705422
10,88.0158434,98.11305302,102.8756459,110.2307524,120.9210199,126.9191179,131.7784186,135.6059144,138.7294449,142.1576967,0,0.979854222,1.873137655,2.806743842,4.099127633,4.797356207,5.937440506,6.770371502,8.226337686,9,16.16035284,20.28887032,25.12739459,29.78135976,33.84551221,36.68693956,37.00573927,42.97931147,43.27393176,43.20744288,0.948332297
11,95.44659119,105.2651011,113.501791,117.3457821,130.4072109,134.6243295,138.0142102,140.565046,141.8031307,145.356318,0,1.020956505,1.808842013,2.76513015,4.142876633,5.215276171,6.155284059,6.814445476,7.753129637,9,11.48239834,16.15004647,20.52697996,24.50044538,30.40549273,32.16081973,34.3123599,35.08116391,37.10376809,39.06909286,0.68639748
12,100.1504008,108.771754,114.245627,121.0568562,129.8176613,132.7419205,134.8717112,137.9315252,141.6300862,144.4185948,0,1.055568653,2.095597921,2.942295214,4.24976977,4.841659837,6.022200487,7.144096781,8.200373539,9,13.675657,19.91978657,28.55723287,31.42312784,36.00821492,39.6413959,39.59544572,44.33552662,47.82649536,46.73691798,-1.089552328
13,96.07118242,107.8530513,117.5275376,122.6172604,131.2753473,139.6052308,142.2262302,146.2076762,149.2399085,149.8829912,0,0.943031359,2.096077085,2.905058132,3.865441543,4.993700198,5.81793167,7.103930239,8.206106578,9,17.65421089,24.70782932,30.2753079,34.30120746,38.64557079,42.55757205,45.45280437,47.32163048,51.06413664,51.38689927,0.481504988
14,99.99105079,107.0610779,118.5972926,124.8204988,130.9715582,136.3014475,139.0443789,143.6378271,144.5671922,147.9003206,0,0.835263853,2.08473894,2.96407004,3.892416689,4.896117432,5.868678062,7.124797699,8.036741132,9,13.02322898,16.17263946,24.37011307,27.83327291,30.94526978,32.98823004,36.86882328,40.37028583,41.96836282,42.55616165,0.672054395
15,100.3193717,108.6723098,118.1816545,125.998083,133.6654398,138.9628232,140.9474152,144.3227197,145.6609474,148.857363,0,0.811843563,2.106294513,3.158788878,3.957979146,4.801545455,6.194160917,6.958981339,7.897072599,9,12.72437073,16.7705263,22.72638832,25.63182104,27.70537796,29.39098626,33.62346604,33.2265289,37.18148818,37.05650286,0.112673751
16,86.58784754,98.66105878,105.3034776,113.618117,121.4163817,128.348246,129.5843511,129.6934151,131.6868127,132.70912,0,1.243044051,1.812643521,2.750546418,3.85277642,5.167726606,5.774368417,7.109003855,8.156534224,9,12.49355071,20.09107486,24.02078498,30.86826467,36.17292832,41.96660188,44.10996495,47.17471904,50.24807268,50.17042349,-2.201320636
17,109.3567583,115.1734671,122.7170613,131.3729855,140.0281384,146.7734754,150.8166097,151.4113891,157.105549,158.2000846,0,0.849273113,1.83107709,2.821644645,4.060623324,5.235629154,6.24095595,7.106551776,8.170469047,9,15.02244906,17.89361811,20.98139326,24.78283707,29.21320407,32.01635335,35.29264697,35.69648342,39.09931966,38.2702937,-0.134829253
