1,49.78730545,62.45612504,66.64862895,74.62310806,77.55156289,78.60867396,78.98952977,78.15851469,79.03265537,80.60151766,0,1.074569973,1.750511605,3.148647894,3.850905947,5.099742277,5.88960589,6.819461069,7.885567643,9,1.077188449,5.730488262,9.246844862,13.65787851,16.18800578,20.84821659,23.05037988,23.89994327,26.01064567,27.66426378,0.677207053,-1.498909138,-0.374720288
2,59.56206043,66.48361934,70.8691273,74.62573794,78.71651627,84.38703924,88.78007122,90.28522416,93.38460218,98.10124934,0,1.219003295,1.961257068,2.773881675,3.849817071,4.751931398,6.202724087,7.058059317,7.861148409,9,2.603746703,7.066447649,8.690654533,14.01329624,17.4350123,21.96115584,23.76453828,26.55329738,26.91336895,28.63213536,1.747780192,1.137726283,-0.85493927
3,53.06726294,57.62688186,63.34161955,67.1877576,71.59484906,76.72367657,77.14320572,78.92598665,80.31220838,83.1776539,0,0.83927019,1.988858326,2.854833175,4.06183057,4.881563429,6.091278071,7.14672342,8.161726402,9,0.589928534,4.649871903,9.167300321,12.77797261,19.677172,20.57600771,24.06792283,26.6706098,26.36692744,28.97884617,0.411517915,-0.001827531,0.229253459
4,48.11408191,54.7079612,62.1950025,67.69427627,70.65516601,73.62134423,74.15938827,74.65215878,76.58329447,78.15589058,0,1.016313894,2.027840203,2.859843141,4.032023988,5.243316856,6.172691179,6.766211538,7.779907346,9,-0.66978357,1.333438272,5.100575819,6.881996963,9.72242679,13.64244825,13.20669215,14.298454,15.61176369,15.67571602,1.504151518,0.436106702,1.746159486
5,54.34241319,57.98360301,61.56352363,67.30748905,71.41673978,76.19009621,78.79651876,80.11231862,81.24371806,82.53789849,0,0.826141183,1.837472068,2.810621332,3.847677379,4.756742573,6.231770985,6.835811877,8.009685619,9,0.047957943,4.288396763,8.498965764,13.47295304,16.52893554,18.25353013,22.40671527,24.34350111,25.1360037,25.23061521,0.67060158,-0.92120726,1.078325082
6,49.9623146,61.18021928,66.13065754,75.33714194,81.45639426,81.02137702,82.47212845,84.11713945,86.15507911,87.29358782,0,0.872672986,1.870353044,2.914483087,3.948947748,4.769168584,6.085803135,6.963854574,7.962361135,9,2.139188801,3.558003275,10.33208196,15.25183943,19.13461545,21.81434342,25.58861919,26.99704611,28.18577959,30.91434732,0.004892108,-0.876000278,0.318560605
7,52.89057249,59.28136708,63.18368397,67.0809796,71.28553458,70.15148981,69.77916129,69.25463951,69.95220982,69.0421831,0,0.795312001,1.792067395,2.862996548,4.06869744,4.950597603,6.080265659,6.988613567,7.782588174,9,-2.143908697,2.931641282,4.480355696,8.640313113,12.1483254,13.11501242,16.21902446,15.5523131,19.35093649,19.85376043,1.438382493,0.819546931,-0.123577858
8,54.27531245,59.30962835,62.64810491,65.64053297,68.21080855,73.47567746,73.61799005,73.58408601,74.54775692,76.86057882,0,0.820620654,2.214736007,2.86214632,3.859395487,4.756469453,5.796232591,6.905137121,8.112091543,9,1.55228926,5.368338307,10.68805559,14.38282937,16.84602407,20.04156669,22.3517218,23.81605329,24.73933205,25.50557459,-1.61503081,-0.392967085,-0.995636645
9,49.51095305,52.08379034,56.35754551,61.79892041,62.87725245,68.45720096,66.61242725,67.04604647,66.58746434,67.44722699,0,0.781910487,1.792674381,3.200622318,4.225385894,5.024611491,6.208190583,6.93885804,7.89706895,9,0.28919583,4.54160283,10.05298568,17.32464114,21.07684387,25.14444212,28.03916745,31.29293309,30.39534884,31.84861706,1.095093947,1.165485799,-1.163268273
10,37.71529569,41.94319143,45.37741801,47.18807248,51.4164705,53.12771855,56.02985342,56.7171,58.35612633,59.33603902,0,1.193011627,1.911685107,3.090720031,3.877062087,5.071157886,5.953374329,6.851684411,7.870713816,9,-1.42936954,5.848632046,9.320486435,13.71247327,14.34387529,20.72236204,22.3147403,21.29810324,22.71099511,24.05903688,0.01858933,-0.707498237,0.225240498
