"","id","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Y10","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","TVC1","TVC2","TVC3","TVC4","TVC5","TVC6","TVC7","TVC8","TVC9","TVC10","TIC"
"1",1,97.2193906563513,101.363909842411,107.456938828186,110.787450786097,112.985162510037,112.482223618131,113.787008613172,114.318120411156,114.966987051896,115.675021996882,0,0.835560986422934,1.83939242339693,2.91979100916069,4.19965158752166,5.06941622192971,5.83255759533495,7.04380953731015,8.02078352775425,9,16.663998796963,20.7061790707839,26.6870954727775,30.468469807638,35.6697028672155,37.881818163035,41.9174141740145,42.3784861864833,44.0883815730862,48.5990584198116,-2.09363629128185
"2",2,97.617561025996,105.726361405458,111.341218907548,115.260645108659,120.656216493298,127.489359963649,128.388425927881,128.748563587152,129.555166234753,131.966825970829,0,0.985871201730333,1.89991424896289,2.96638936339878,3.76985346025322,4.95751433586702,6.03060801024549,6.89711657096632,8.08841621002648,9,10.7598190697679,14.8347339069174,19.9521895987044,22.4471146341576,24.5470153954553,27.8496345800153,31.1415657227128,31.8067802839334,34.5371166144431,35.4344545440185,1.08969792522421
"3",3,104.566740197963,111.898621732613,119.141606866696,120.686430395023,125.82692326614,130.500992215762,132.852187064993,134.63030730106,137.82500468162,138.717144145009,0,0.917209891253151,2.05866101139691,2.8645916035166,3.89846399868838,4.85425705322996,6.24836173432413,6.92674199782778,8.12769658723846,9,14.7271158818277,20.0924086381577,24.6675924769326,30.8160868034048,32.606313686704,36.8386667583451,41.6859201920258,43.6100482603189,45.1826902563556,46.234650489077,0.162811763593304
"4",4,100.76882735,110.060229135142,115.264766150977,118.253212167125,121.302339117687,126.668250986451,126.846204446551,129.224002407896,128.63878456417,132.265787716715,0,0.964707913226448,2.13793335715309,2.85573196329642,3.81507911509834,4.8060410451144,5.83986504923087,6.85449904762208,7.77399102773052,9,9.50803126956256,16.2818493139191,20.3688499631593,24.0082024552228,27.8235257634683,30.006784815464,30.2049964894124,34.7153700022536,37.5901748301796,36.3633257981065,-0.225786060460053
"5",5,96.0735618457252,104.348744619817,108.653933448815,115.457569252681,119.829621309444,124.110064269083,125.824139873171,125.82751717399,127.332743691865,128.638875191399,0,1.03518754406832,1.8114727975335,2.89409341965802,3.98962851823308,5.16886049602181,5.94807844050229,7.07976140850224,7.76443298836239,9,12.991663256979,17.4718497963782,22.3696901174086,25.9078443623856,30.9292413754802,35.581992811327,36.6087737962347,39.4068183307214,40.7756290491699,40.6736511811528,-0.443594850573096
"6",6,93.1478452055112,100.621608845037,102.327185900425,107.572630499698,112.709009373455,113.361673319194,117.982007978486,117.601385649972,120.181085853125,124.453114244856,0,1.12152699823491,2.01162107987329,2.86323526175693,4.08313016931061,4.86380153615028,6.22085030470043,6.81389114796184,8.17446086113341,9,9.94407048991939,14.0419820094835,17.3919310234858,20.1865855732679,24.1778236180108,26.6538845106138,29.6500148640203,29.2163130475415,32.2106510531709,35.9165445256545,1.49658732192566
"7",7,101.285465385997,110.567359854959,113.28856208367,118.964011085934,120.801595692498,122.772496341991,124.585142747543,125.673821422218,125.871238084203,127.509359709766,0,1.05819022958167,2.14496758964378,3.00799151021056,3.88196164264809,5.11796448135283,5.93377079209313,6.9845234391978,8.0011912304908,9,9.42914217960012,15.7576861682639,19.2417443032813,23.941340501606,27.5865190935581,31.3206512541563,31.855278827265,35.9471662647439,35.1998972825737,37.758192952476,0.00913691567173006
"8",8,102.98849906724,110.58913246147,113.742079652562,119.515582399147,122.99272100158,126.472190041869,130.232514742387,134.089594252911,137.491386121182,140.795650047073,0,1.05060693249106,1.97178014693782,3.01648550725076,3.77693856495898,5.03210610512178,6.05323120439425,7.01974773406982,8.07614877761807,9,12.3777265770777,15.9848032786649,22.8563009447235,25.6632418106655,29.3103043350006,30.4851836646332,34.6247150534203,34.59428714559,36.0761402067892,37.4679568392304,0.103993040455851
"9",9,101.891943487664,111.859694727292,116.813450149474,123.593095242238,130.377098931976,133.566917425376,134.788126682002,136.779773740131,141.132834961882,141.919891693122,0,1.09504498005845,2.05708726018202,3.21316290763207,4.24623296945356,5.08690881822258,6.05087771033868,6.90865345788188,8.20153705379926,9,11.6953243958741,17.6101140158218,20.8869081669697,29.3516624282676,32.176125205455,33.0329337772347,38.6381256015309,40.4697961726717,42.1417690218307,41.7911087844254,1.10820332458197
"10",10,95.8221309178632,103.057688144592,106.501403091199,111.082536126941,112.158544785755,115.306937377095,118.632250733548,120.176775032246,120.560130446632,122.812897883944,0,1.10558239521924,2.16236375039443,3.05016560049262,3.80137901578564,4.80156009283382,5.86668480723165,6.99017241853289,7.77670650789514,9,9.07639442737318,14.3471008029859,19.3485958836696,23.8488877331895,24.0025962412968,28.3676562716694,31.9480323294061,34.0423661496952,33.2375731596473,36.1766166617874,0.651491273947015
