"","id","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Y10","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","TVC1","TVC2","TVC3","TVC4","TVC5","TVC6","TVC7","TVC8","TVC9","TVC10","TIC"
"1",1,97.5347769819485,104.019414362349,108.341649763362,108.465292611666,111.056859804151,113.694701741653,116.602757484156,118.8283830766,121.604485921592,122.428297688526,0,0.768700244254433,1.75462343881372,3.15605725476053,4.06378415587824,4.98996314208489,5.89577253512107,6.81141037296038,7.99199687456712,9,6.14265477984435,10.959371655003,16.0241871947962,24.2359697468932,26.7903051733455,29.4276883294294,32.7526129199058,35.1011068922759,37.7833164912403,37.0517045447034,-1.06250112261281
"2",2,92.2803831258936,94.9442323704772,98.3557544802413,99.2967002601868,101.999846189801,104.683671332699,102.772706044392,106.062544043439,105.642346128747,108.260005873722,0,1.03213455202058,2.24670092808083,2.8982442880515,4.14119359722827,4.82699276600033,5.78326092369389,6.96087426214945,7.89782716915943,9,3.89539297937843,6.3723742828749,9.6497115278346,13.3646081922035,17.0678261393208,18.6901630194072,20.6935831533335,21.645023112982,23.0564313964837,22.5216072265277,-2.69472438324797
"3",3,98.1751363735087,104.124560937833,102.592121285677,105.214197623224,107.054470659295,106.719787899427,107.999731804471,107.044996262015,106.329763776588,108.53016287136,0,1.13127859763335,1.95782721380237,2.88910297024995,3.96033915958833,5.04394393053371,5.79850941023324,7.15464001742657,8.0399851554539,9,8.42911874268904,16.9409884513856,20.5221713196159,25.1238183923455,31.197852842909,34.9854223129962,38.0414024484717,41.0773833129384,44.0218388002461,44.6702784787974,-2.05294986718927
"4",4,97.2351985559859,105.527072155681,112.729161647431,117.242074195368,119.866478390106,126.719542629761,128.95440210139,129.913357147627,131.149025920659,133.063505419622,0,1.10051558108535,2.22244273358956,3.04122283356264,3.75489904545248,5.07568303588778,6.21739548549522,7.01897124305833,7.88009784487076,9,7.92561674401924,10.1871172487075,14.1244322772438,16.623084448721,21.6185398233472,23.8256767817151,27.361325250835,28.3827219023781,30.8806057717889,29.730134912383,0.2229963767745
"5",5,95.0820777795391,104.46208320195,113.994019264928,119.948718507319,126.18958245793,128.148714260914,132.155503142537,131.084751620747,131.783926013826,132.921692226614,0,0.802438619080931,2.11228088650387,3.14150050992612,3.86557611706667,4.84268012421671,6.21442714205477,7.09038999571931,7.9257137128152,9,11.9231373593167,14.2661297950581,19.1452491564546,23.3451127057572,28.4511976790637,29.6085849362289,33.4268303052787,35.6071881350572,36.9749127524296,36.520388512721,-1.71381060219422
"6",6,94.6802997908057,101.033682281531,104.084272205144,106.601962211188,110.383756992771,110.737084371666,112.404796287351,111.247187703587,112.573634918265,114.643755138732,0,1.18403918144759,1.83601168426685,2.80814411165193,4.12125635275152,5.0608085738495,6.22202036948875,6.9389338636538,8.17461199185345,9,3.11663620484023,8.01398526493372,10.4562974089391,13.3177309841025,16.6938021612364,20.5697924502905,20.2386600737852,21.9591490366601,23.4002667142819,25.1936181010935,-1.24395091066854
"7",7,104.58016945703,110.651086885705,114.03586929207,120.355475077683,124.922796523499,127.853011958623,133.944196936542,134.791504071735,137.193854229856,140.512209495877,0,1.09428182034753,1.75674479734153,2.7709651326295,4.01240551820956,4.90336818969809,5.75747802294791,7.0563767576823,8.01549439295195,9,11.091545489383,15.0449862543123,16.2555692752583,19.378980438655,22.3384503265281,24.5520934208125,27.4397845231081,28.8534220517292,30.1032381889488,30.3482371349512,-0.784205381923331
"8",8,99.6492282105656,105.202004243451,107.722252518017,112.234875121755,114.743161874334,117.649684208425,121.289989983003,123.143460782545,126.65873543838,129.673250461966,0,1.00984877161682,1.95331909914967,2.94689424964599,4.04278154927306,4.9567685687216,5.97957068053074,6.96408191206865,7.75994574115612,9,7.57237021393579,13.573381289854,15.1374093703036,19.376825302618,20.7410015099311,23.033129038045,25.0511255165415,25.4856471164242,29.9692627077433,28.0032303201689,-0.956600483840943
"9",9,100.012021742453,104.114991284644,106.232783231305,108.206540445063,112.128614478379,112.803997384705,112.700164018929,115.686784363318,114.921875012729,115.312080167394,0,0.933423042064533,1.98441789916251,2.77292277221568,4.0986171241384,5.08866055798717,5.95663919753861,7.22132724162657,8.12979324045591,9,10.1023188743242,15.8546302579413,21.1500172936115,23.6473039986559,30.6588543434702,34.1968899177986,35.6485012350188,40.723826724875,41.2645938831861,42.1263216515464,-1.97081344988988
"10",10,105.261195310255,113.984506715919,119.146985894842,125.619733020262,129.536344931477,131.193408685482,132.791122120598,131.359931223138,132.93217052468,132.029421075837,0,1.12494687817525,2.17652459489182,3.01202204835135,4.07981987646781,4.81539634405635,6.12111621059012,6.97209358378313,7.98201402102131,9,15.6577691797636,19.3609477648404,25.3013935607785,28.995264309242,34.0766690609148,35.818956094913,39.460899380318,41.9988309183975,43.6194433132736,44.6505003480716,0.0593740998523532
