"","id","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Y10","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","TVC1","TVC2","TVC3","TVC4","TVC5","TVC6","TVC7","TVC8","TVC9","TVC10","TIC"
"1",1,96.797817867014,106.548460882281,116.513732834875,128.151686309953,140.670656141896,144.086148073894,147.529581687922,148.525647275064,153.240579360462,153.422110793499,0,0.890674187219702,1.9327098854119,3.1636379652191,4.10618878249079,5.15647253196221,5.87626637285575,7.01142535265535,8.0586065989919,9,9.5287766910358,16.5024226904219,23.1530954966869,30.6428697831545,35.3758316412304,39.3128512933852,43.142246860673,44.9120732674755,47.5956677071296,50.7319725065033,0.205474337126074
"2",2,95.5585378363214,101.185192518453,107.597544004775,113.041343039925,120.811511176449,124.269978262048,124.49865242929,128.664729158973,128.500981143923,131.617252716769,0,0.951015744358301,1.92918876965996,3.01056897861417,4.21961715409998,5.0525963450782,5.77764092537109,7.03391730505973,7.81334912125021,9,11.2560548024194,14.7050899572971,18.8544634423321,23.3678160791983,28.3677703289511,31.3199173896523,33.3869914448914,34.1918418877486,34.6922238854028,35.2022302607282,-0.230323837985449
"3",3,107.547019281131,113.678263193569,123.270782388509,134.696613267761,139.226705318149,146.579807952298,149.536636509456,153.224847316759,157.439654169249,157.310630384034,0,0.814032916445285,2.03306268097367,3.18086123582907,3.91908653744031,4.91777580755297,6.01162861264311,7.07266430545133,7.91144893376622,9,11.7583734990466,16.6631244474546,20.0482371677554,27.9687392222589,28.7698146680923,32.9007386467364,35.0404197471412,38.2009299149886,39.1727484043019,41.2521632755447,0.712807590026818
"4",4,93.7135587680017,100.46419402566,106.754404604131,111.233065785041,117.746731375285,122.435976124152,123.229798130956,129.967378515438,131.335009257568,134.294213489266,0,1.12787717860192,2.0695748483995,2.96083308034576,4.22354788717348,5.24221755750477,5.75284825859126,7.14751038164832,8.16472689947113,9,7.32942993577848,13.7247554571174,19.9840066167044,24.64480966828,30.4556197071333,34.8455269882138,37.2231543076109,38.8592673348151,40.7036379930989,41.0717679233411,1.01060853547512
"5",5,99.4687702525156,105.673630512626,115.317623200753,124.813398851776,132.432853720594,139.995855546459,144.588040928161,146.572975513592,153.263060908346,156.449811933553,0,0.806867968174629,2.02542957593687,3.17587210447527,3.88263761124108,5.07210622238927,5.94594011968002,6.76789043389726,7.99573018727824,9,11.3095478386366,16.4366899802327,22.8109182319783,26.825887702207,31.061039085251,35.688274069572,38.9756868639263,39.9260291484993,45.1197305408021,43.422826929055,1.29189899922304
"6",6,90.9399635079674,97.0040257298814,104.50702920956,109.76645498472,113.953008206996,119.004729214613,121.218337862268,121.136932984028,124.341938133974,125.982781650457,0,1.19625920546241,2.16409180918708,3.11623005906586,3.88968873629346,5.08258791500703,6.03784355567768,7.07117751333863,8.22067064326257,9,0.963294411390734,6.42449296436258,9.32067461204899,11.5625544267826,13.1468994822265,17.5655065484766,18.7019952610575,18.3391841726262,20.330439816822,20.5076518117653,0.0897613269650961
"7",7,97.4956824865538,106.692174131498,112.734152000379,119.125571452242,125.436023148352,132.055806523367,136.673267316295,135.994246249995,140.707149044093,143.299547866743,0,1.06918059347663,2.15518067660742,2.80690254247747,3.79986754641868,5.23924299131613,6.23118581390008,6.86524680966977,7.7521459995769,9,5.28473561231898,11.7817056145564,15.8447758225784,20.6565704460251,26.02432947417,31.7955229326824,34.7076492869433,34.2753727544658,39.5948553267953,40.209674965955,1.03161068116778
"8",8,93.9826464285995,102.706878446226,111.138888954513,121.575972849784,127.922136749694,136.496983984715,141.913415531163,146.410934681579,152.242272969261,154.866062983916,0,0.845859173685312,1.80845383030828,2.85378454485908,3.75278181850445,5.15641226689331,5.89503349689767,6.91325938422233,7.95844438252971,9,8.67642241133871,13.1812534066633,20.3187397360038,24.1440772155727,27.3888060475461,32.7819499220294,36.4045278638386,37.0017990499163,41.9142899503716,41.5373213680616,0.65734754851286
"9",9,106.105446884838,119.295477233169,128.80630907744,132.201510519454,145.626659659567,154.860347456726,159.159423448176,159.705804405025,166.756268016982,169.31511762927,0,1.22920845414046,2.10593359684572,2.94009966414887,3.98818927269895,5.09866893256549,5.94135178439319,6.77961640432477,8.20918050466571,9,15.0731531538863,23.9368237241261,27.6869911832514,31.5563267516152,35.8351245699621,40.6566192073886,42.6215398090856,45.0786035256646,47.1936745218629,50.0130194700949,2.13470542151237
"10",10,88.0158433963685,98.1130530196211,102.875645936858,110.230752401569,120.921019935281,126.919117856178,131.778418568084,135.605914434514,138.729444876235,142.157696693776,0,0.979854221921414,1.87313765473664,2.80674384208396,4.09912763349712,4.79735620669089,5.93744050571695,6.7703715020325,8.22633768606465,9,16.1603528384885,20.2888703243483,25.1273945852421,29.781359756169,33.8455122105608,36.6869395554939,37.0057392677634,42.9793114705584,43.2739317641352,43.2074428803494,0.948332297111546
"11",11,95.4465911949874,105.265101054492,113.501791006522,117.345782064378,130.407210928184,134.624329508636,138.014210200982,140.565045954801,141.803130734967,145.356317962876,0,1.02095650485717,1.80884201312438,2.76513015036471,4.14287663297728,5.21527617122047,6.15528405900113,6.8144454760477,7.75312963698525,9,11.4823983410934,16.1500464672464,20.5269799607754,24.5004453842177,30.405492725428,32.1608197309311,34.31235989891,35.0811639059578,37.1037680919579,39.069092864531,0.686397479863718
"12",12,100.150400828038,108.771753971683,114.24562697947,121.05685619368,129.817661262142,132.741920498297,134.871711175958,137.931525199261,141.630086231728,144.418594826447,0,1.05556865292601,2.09559792093933,2.94229521439411,4.24976977042388,4.84165983716957,6.022200486972,7.14409678080119,8.20037353911903,9,13.6756569970133,19.9197865713253,28.5572328711344,31.4231278435364,36.0082149157089,39.6413959045853,39.5954457162602,44.335526618542,47.8264953633743,46.736917977053,-1.08955232804222
"13",13,96.0711824181162,107.853051344758,117.527537565333,122.617260354997,131.275347329377,139.605230760864,142.226230193573,146.207676220868,149.239908546465,149.882991217192,0,0.943031359347515,2.0960770851234,2.90505813178606,3.86544154316653,4.99370019766502,5.81793167046271,7.10393023921642,8.20610657799989,9,17.6542108858638,24.7078293150773,30.2753079018268,34.3012074603828,38.6455707908853,42.557572053372,45.4528043744754,47.3216304773538,51.0641366394571,51.3868992739351,0.481504988415241
"14",14,99.9910507912038,107.061077930878,118.597292625974,124.820498829211,130.971558246904,136.301447500359,139.044378853376,143.637827143185,144.567192174053,147.900320558872,0,0.835263852728531,2.08473894034978,2.96407003956847,3.89241668907925,4.8961174315773,5.86867806164082,7.1247976992745,8.03674113191664,9,13.0232289765871,16.172639458265,24.3701130713604,27.8332729083641,30.945269779032,32.988230042474,36.8688232780016,40.3702858310744,41.9683628150723,42.5561616468873,0.67205439464029
"15",15,100.319371717461,108.672309806751,118.181654532628,125.998083042936,133.665439759592,138.962823202783,140.947415157837,144.322719727429,145.660947412931,148.857362959349,0,0.811843562987633,2.10629451251589,3.15878887788858,3.95797914592549,4.80154545488767,6.19416091684252,6.95898133865558,7.89707259938587,9,12.72437073384,16.7705262970745,22.7263883219535,25.6318210367117,27.7053779640728,29.3909862564654,33.6234660438,33.2265288970209,37.1814881822257,37.0565028566277,0.112673750786224
"16",16,86.5878475435373,98.6610587765314,105.303477584192,113.618116952316,121.416381715519,128.348246016398,129.584351108637,129.693415112488,131.686812668125,132.709120028519,0,1.24304405110888,1.81264352134895,2.75054641847964,3.85277642030269,5.16772660578135,5.77436841686722,7.10900385456625,8.15653422358446,9,12.493550714365,20.0910748568992,24.0207849760934,30.8682646663869,36.1729283169434,41.9666018756403,44.1099649547036,47.1747190431069,50.2480726790763,50.1704234916939,-2.2013206363336
"17",17,109.356758284271,115.173467118893,122.717061285117,131.37298551326,140.02813837949,146.773475448909,150.816609723346,151.411389112889,157.105548978922,158.200084587985,0,0.849273112718947,1.8310770902317,2.82164464506786,4.06062332424335,5.23562915378716,6.24095594952814,7.1065517757088,8.17046904726885,9,15.0224490618943,17.8936181070391,20.9813932601538,24.7828370711979,29.2132040701437,32.0163533497346,35.2926469735735,35.6964834182906,39.099319661416,38.2702936988164,-0.13482925310757
"18",18,90.5256607183564,98.4874053780014,105.217876451515,118.263291558578,121.171419813228,127.594032784048,133.053008306188,131.420345839227,135.331751699019,135.484308573433,0,1.03499702992849,2.00477044133004,3.15052462054882,3.86772826954257,5.04914185020607,6.141931466409,6.91590474534314,7.80408362811431,9,12.5809725854362,20.5235281639734,25.7258388983761,35.2885958923302,36.3462346280166,41.5325092933727,45.4404749384994,46.4027920482509,50.0074760108375,51.1589703091314,-0.0299058321426199
"19",19,116.942325484098,126.001205394178,131.353966682604,142.286222162991,148.150403890927,155.401163795981,162.56712675836,163.603642260539,166.373765571735,169.369938949517,0,1.04713071591686,1.78740709938575,3.06002732692286,3.89729937212542,5.06629367987625,6.23765346745495,7.01956344419159,8.08022048452403,9,17.5490449217788,19.4033329088116,21.8805286823091,26.341739631867,29.2031777653066,32.5175448873365,34.817728737546,36.9790225840242,36.9505631879972,37.7660030479502,0.969698362047747
"20",20,104.819158641912,114.033321826758,118.555421151703,129.25803403428,134.903178344163,139.344233847846,140.499458717287,142.528619078417,145.443948749673,146.4451188425,0,1.15315160667524,1.94758029060904,3.17047487886157,4.16559523565229,5.05094165820628,5.92442510195542,6.93421659758314,8.02674478979316,9,12.3307662287799,17.4960409922199,20.9742779387006,24.8442676759731,26.9913953227133,29.6824928999234,31.8142775471583,32.5819570524849,36.0803775117919,34.8969986149564,-0.800804273331243
"21",21,106.553329320281,108.635345988145,117.089866773646,123.465655729126,130.709498273673,134.937434832775,136.59502276502,138.695308691299,143.75300829347,145.755494891782,0,0.952734563499689,2.0448237885721,2.97109826898668,3.99704236770049,5.0112737553427,5.76052580203395,6.94820997398347,7.77697119570803,9,8.30511170870925,10.3823819269586,14.085593126113,20.5394335666323,22.6799111289158,25.1653111121784,28.8359966869889,30.6059436908428,30.9098464095708,33.3018964142229,0.678400566509256
"22",22,100.229414889801,106.73116901509,113.384557147074,120.987434259848,124.953407240518,131.686132078053,133.475376060313,135.578589899787,139.15545196893,140.675321917978,0,0.927392380777746,1.96839286014438,2.85578344482929,3.8365227143513,4.96978900837712,6.05458319210447,6.78412493225187,7.7502945055021,9,8.63914729753924,15.478879646164,19.9619777224401,22.8339914442725,24.8804181124798,29.3558460642204,30.7031262110279,32.4894323447217,34.1697359046953,37.3202494661096,1.07452738541641
"23",23,95.0651053239812,102.61956423216,108.660321256598,119.195918567613,124.91596573331,130.252307519464,131.576702450892,133.559137848659,134.489114207418,134.237006635492,0,0.937398909823969,1.83519651042297,3.07737216341775,3.92325048707426,4.87155884201638,6.21848653873894,6.82547968160361,7.80778116965666,9,3.64164584378948,10.1283259736734,15.4906209460186,20.9678234275222,24.7002207581722,27.7493927487083,31.3429924883139,32.4825618808554,35.5644379732974,34.5634804256769,-1.83506265368925
"24",24,97.4148391500279,109.030976276258,111.997788899777,121.661485924822,130.186972682163,136.837688841371,137.682186739914,142.754449669033,146.079322924317,146.623332597767,0,1.23900215083268,1.76363190764096,2.83359726483468,3.83575591514818,4.93498855270445,5.85069392027799,6.80829658219591,7.81915124109946,9,8.45359974223412,14.7702763993888,15.6374340219531,20.3057625279467,24.073046029177,24.386139329915,27.1922940708154,29.3958059973635,30.8113499964411,29.9548166409792,-0.213947019028917
"25",25,100.625288316891,103.714981805873,109.511252758463,117.122968289231,122.570953291268,127.135900561517,128.55145971048,133.951797613201,136.597987078247,137.403905004923,0,0.90708603116218,1.75213348574471,3.13474855700042,4.13921640533954,4.97073695168365,5.85992863459978,7.20056395453867,8.14627055625897,9,15.673135289562,16.9093602556008,20.0444938834398,24.2798042740647,26.6629530945115,30.8645585680005,32.8587016011456,34.8844354667572,37.5954759325125,34.0065417579918,0.111774682613634
"26",26,99.9807799712311,105.566996467948,113.270933659362,121.608056235764,127.770716781283,129.70780411223,131.313313242025,131.727795035996,131.327960972266,131.122645224269,0,0.946573032182641,1.85467776353471,3.00476436316967,4.11867767525837,4.79876697156578,5.81058225873858,7.09778505261056,7.82766514399555,9,5.36774287739757,10.753570995883,15.7808139908734,19.2553896880809,24.2767764368837,25.1353599971048,29.4407193100239,31.4687018854752,31.5496566306104,34.5139054390314,-0.945445368558811
"27",27,95.7602585585643,102.363290258149,106.53562545811,114.328701996944,121.924300652186,125.980750473321,125.919507518798,129.480372551368,131.889414605166,132.55057391267,0,1.18741025123745,1.77145583671518,2.83753766631708,4.18367525865324,5.15924607566558,5.80244972615037,6.95668459846638,8.09624615125358,9,4.00701561796996,10.9188282607341,13.3071899304895,18.968757209643,25.2088583132334,29.4506356894367,29.1273541022823,32.7660214989805,34.8649679396044,35.1659546785558,-0.0464179987024148
"28",28,98.0932830648723,103.734813910241,111.717045142619,117.275717657094,121.360629441188,124.720800968928,124.619990254437,126.727516326784,124.945983816087,127.885444728111,0,1.07724072551355,2.08896146214101,3.10702568525448,3.99422383005731,4.75983869598713,6.10888424608856,6.8164572683163,7.88307797245216,9,6.52196748955803,10.5167161554055,16.0276956373766,19.3528088257419,23.2349064081956,25.516701136198,28.1525011708422,31.3779762627667,31.8502926604325,34.2217166209432,-0.390322171729716
"29",29,110.700622320784,116.863538164757,123.151637178519,127.952748944943,133.308476130558,139.49179054411,143.036686839214,144.992008560142,148.544193787227,150.226326319303,0,1.1576628658222,2.09552735288162,3.16507406602614,3.80297163617797,5.12466962600593,5.98615640436765,6.8630321349483,8.16271572059486,9,11.6065895240942,14.6087583392532,20.6454538085047,21.8025844069495,24.8351835172341,29.3641838883138,32.5207825493355,32.0492135313718,33.6236583771762,34.7422252169575,-0.304282602779431
"30",30,92.9767781556404,98.0798971928292,103.544583649511,112.05220295329,118.295576697828,123.725337047602,124.42518091163,127.343571641996,131.768531718761,132.187115230908,0,1.01621489610989,2.09163802769035,3.23021933052223,3.89615925401449,5.07613770326134,5.98886355175637,7.23544798849616,8.22064006770961,9,9.94971447626389,14.6391106128219,18.6092485217159,25.0264557547596,26.9823548687742,32.0309213746937,34.5224939859736,36.8956216833488,38.2085085272077,40.5193870754575,-0.150009758957311
"31",31,99.708426379789,105.896894729976,115.478406879499,121.349689812128,132.802636223476,133.458759325262,138.343866121592,137.868349588329,140.07489405843,145.133231584269,0,0.761364014237188,2.06603200372774,2.97670178383123,4.09125061740633,4.88016899977811,5.96233048930299,6.8094022666337,7.91301062819548,9,5.69737915818787,8.10571507311242,12.4601980283357,14.9377115469592,18.3530743869907,21.0896655479955,24.432883412938,25.5425031004335,24.5180278519951,26.2742228003394,-1.07290544766762
"32",32,98.3236166511646,106.020708145608,112.785815652246,120.600886887119,132.750529422735,135.558543707945,137.927502834312,141.894488386763,145.749155684019,149.831160853707,0,0.83538745995611,1.7568618231453,2.96861828048714,4.17155847337563,4.87978813925292,5.84128121798858,6.78911673219409,8.13410653802566,9,6.40226029085155,13.4840051089978,17.4340163148169,21.3328495545153,26.702079133302,29.5187764916967,32.662733291491,33.8765021589002,39.0323501607546,38.236436853033,1.02859179835101
